Sim Name,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect,pop_diffs_2045_2065,pop_diffs_2026_2100,pop_diffs_2050,total_pop_diff_2050,avg_diff,avg_gdp_pc_diff,discount_rate,NPV,"QALY 20, $B","QALY NPV, $T"
"45 the new 40, mortality only",40,10,20,2.5,0.0,0.0,162.52688124970066,574.6856440006678,6.4731129770693085,6.4734666401878815,708.7132260684939,-2209.726297482478,0.05,7.405443996404416,1318.9294994981308,10.653635123535826
"45 the new 40, mortality only",40,10,20,2.5,0.0,0.0,162.52688124970066,574.6856440006678,6.4731129770693085,6.4734666401878815,708.7132260684939,-2209.726297482478,0.06,4.632126107760078,1318.9294994981308,7.4407088982870215
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.01,89.19970179054724,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.02,50.00731385616524,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.03,29.7432761725303,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.035,23.415304398452363,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.04,18.66630350591404,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.05,12.268056305436815,0.0,0.0
"45 the new 40, productivity only",40,10,20,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1237.3631620611213,4285.762423764372,0.06,8.374965934072454,0.0,0.0
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.01,22.224029149654708,122.65452385662304,10.292344867534517
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.02,9.691675174002555,122.65452385662304,6.029306836141223
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.03,4.29361500712053,122.65452385662304,3.6216350975059712
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.035,2.870037352927118,122.65452385662304,2.833819631158257
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.04,1.9212161671304862,122.65452385662304,2.231616639609458
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.05,0.858718003895626,122.65452385662304,1.4106653069440467
"45 the new 40, fertility only",40,10,20,0.0,0.0,0.6,0.6382605165009732,45.983439519043664,0.0,0.4375602721644975,-21.108349333130505,-94.6546846923884,0.06,0.37510714536469947,122.65452385662304,0.9144000224998492
